DATE,PRICE_60KILO,PRICE_BUSHEL
07/03/2006,13.48,6.114303333
07/04/2006,13.63,6.182340833
07/05/2006,13.39,6.073480833
07/06/2006,13.75,6.236770833
07/07/2006,13.52,6.132446667
07/10/2006,13.55,6.146054167
07/11/2006,13.77,6.2458425
07/12/2006,13.52,6.132446667
07/13/2006,13.4,6.078016667
07/14/2006,13.51,6.127910833
07/17/2006,13.34,6.050801667
07/18/2006,13.46,6.105231667
07/19/2006,13.48,6.114303333
07/20/2006,13.39,6.073480833
07/21/2006,13.35,6.0553375
07/24/2006,13.4,6.078016667
07/25/2006,13.6,6.168733333
07/26/2006,13.76,6.241306667
07/27/2006,13.46,6.105231667
07/28/2006,13.57,6.155125833
07/31/2006,13.47,6.1097675
08/01/2006,13.36,6.059873333
08/02/2006,13.68,6.20502
08/03/2006,13.58,6.159661667
08/04/2006,13.63,6.182340833
08/07/2006,13.34,6.050801667
08/08/2006,13.38,6.068945
08/09/2006,13.38,6.068945
08/10/2006,13.45,6.100695833
08/11/2006,13.4,6.078016667
08/14/2006,13.43,6.091624167
08/15/2006,13.52,6.132446667
08/16/2006,13.36,6.059873333
08/17/2006,13.35,6.0553375
08/18/2006,13.27,6.019050833
08/21/2006,13.36,6.059873333
08/22/2006,13.27,6.019050833
08/23/2006,13.39,6.073480833
08/24/2006,13.41,6.0825525
08/25/2006,13.29,6.0281225
08/28/2006,13.26,6.014515
08/29/2006,13.33,6.046265833
08/30/2006,13.43,6.091624167
08/31/2006,13.43,6.091624167
09/01/2006,13.4,6.078016667
09/04/2006,13.46,6.105231667
09/05/2006,13.46,6.105231667
09/06/2006,13.42,6.087088333
09/08/2006,13.45,6.100695833
09/11/2006,13.25,6.009979167
09/12/2006,13.28,6.023586667
09/13/2006,13.47,6.1097675
09/14/2006,13.33,6.046265833
09/15/2006,13.42,6.087088333
09/18/2006,13.43,6.091624167
09/19/2006,13.34,6.050801667
09/20/2006,13.47,6.1097675
09/21/2006,13.37,6.064409167
09/22/2006,13.4,6.078016667
09/25/2006,13.28,6.023586667
09/26/2006,13.4,6.078016667
09/27/2006,13.48,6.114303333
09/28/2006,13.65,6.1914125
09/29/2006,13.64,6.186876667
10/02/2006,13.75,6.236770833
10/03/2006,13.82,6.268521667
10/04/2006,14.13,6.4091325
10/05/2006,14.2,6.440883333
10/06/2006,14.04,6.36831
10/09/2006,14.38,6.522528333
10/10/2006,14.39,6.527064167
10/11/2006,14.41,6.536135833
10/13/2006,14.5,6.576958333
10/16/2006,14.58,6.613245
10/17/2006,14.95,6.781070833
10/18/2006,15.41,6.989719167
10/19/2006,15.59,7.071364167
10/20/2006,15.73,7.134865833
10/23/2006,15.72,7.13033
10/24/2006,15.67,7.107650833
10/25/2006,15.68,7.112186667
10/26/2006,15.85,7.189295833
10/27/2006,15.83,7.180224167
10/30/2006,15.85,7.189295833
10/31/2006,15.72,7.13033
11/01/2006,15.65,7.098579167
11/03/2006,15.77,7.153009167
11/06/2006,15.81,7.1711525
11/07/2006,15.68,7.112186667
11/08/2006,15.88,7.202903333
11/09/2006,15.99,7.2527975
11/10/2006,15.88,7.202903333
11/13/2006,15.7,7.121258333
11/14/2006,15.91,7.216510833
11/16/2006,15.96,7.23919
11/17/2006,15.97,7.243725833
11/20/2006,16.05,7.2800125
11/21/2006,16.22,7.357121667
11/22/2006,16.16,7.329906667
11/23/2006,16.16,7.329906667
11/24/2006,16.15,7.325370833
11/27/2006,15.85,7.189295833
11/28/2006,15.87,7.1983675
11/29/2006,15.91,7.216510833
11/30/2006,15.9,7.211975
12/01/2006,15.84,7.18476
12/04/2006,15.56,7.057756667
12/05/2006,15.52,7.039613333
12/06/2006,15.67,7.107650833
12/07/2006,15.32,6.948896667
12/08/2006,15.45,7.0078625
12/11/2006,15.5,7.030541667
12/12/2006,15.39,6.9806475
12/13/2006,15.32,6.948896667
12/14/2006,15.48,7.02147
12/15/2006,15.53,7.044149167
12/18/2006,15.53,7.044149167
12/19/2006,15.26,6.921681667
12/20/2006,15.37,6.971575833
12/21/2006,15.39,6.9806475
12/22/2006,15.37,6.971575833
12/26/2006,15.63,7.0895075
12/27/2006,15.64,7.094043333
12/28/2006,15.68,7.112186667
01/02/2007,15.95,7.234654167
01/03/2007,15.65,7.098579167
01/04/2007,15.7,7.121258333
01/05/2007,15.64,7.094043333
01/08/2007,15.7,7.121258333
01/09/2007,15.62,7.084971667
01/10/2007,15.43,6.998790833
01/11/2007,15.52,7.039613333
01/12/2007,15.51,7.0350775
01/15/2007,15.64,7.094043333
01/16/2007,15.8,7.166616667
01/17/2007,15.98,7.248261667
01/18/2007,15.97,7.243725833
01/19/2007,16,7.257333333
01/22/2007,15.73,7.134865833
01/23/2007,15.9,7.211975
01/24/2007,15.78,7.157545
01/25/2007,15.7,7.121258333
01/26/2007,15.65,7.098579167
01/29/2007,15.75,7.1439375
01/30/2007,15.79,7.162080833
01/31/2007,16.03,7.270940833
02/01/2007,16.07,7.289084167
02/02/2007,16.02,7.266405
02/05/2007,16.24,7.366193333
02/06/2007,16.27,7.379800833
02/07/2007,16.26,7.375265
02/08/2007,16.33,7.407015833
02/09/2007,16.28,7.384336667
02/12/2007,16.31,7.397944167
02/13/2007,16.39,7.434230833
02/14/2007,16.6,7.529483333
02/15/2007,16.64,7.547626667
02/16/2007,16.73,7.588449167
02/21/2007,16.86,7.647415
02/22/2007,17.09,7.751739167
02/23/2007,17.12,7.765346667
02/26/2007,17.19,7.7970975
02/27/2007,16.72,7.583913333
02/28/2007,16.77,7.6065925
03/01/2007,16.52,7.493196667
03/02/2007,16.29,7.3888725
03/05/2007,16.08,7.29362
03/06/2007,16.21,7.352585833
03/07/2007,16.41,7.4433025
03/08/2007,16.56,7.51134
03/09/2007,16.5,7.484125
03/12/2007,16.55,7.506804167
03/13/2007,16.45,7.461445833
03/14/2007,16.34,7.411551667
03/15/2007,16.28,7.384336667
03/16/2007,16.24,7.366193333
03/19/2007,16.28,7.384336667
03/20/2007,16.25,7.370729167
03/21/2007,16.39,7.434230833
03/22/2007,16.15,7.325370833
03/23/2007,16.14,7.320835
03/26/2007,15.93,7.2255825
03/27/2007,16.03,7.270940833
03/28/2007,16.12,7.311763333
03/29/2007,16.41,7.4433025
03/30/2007,16.19,7.343514167
04/02/2007,16.32,7.40248
04/03/2007,16.24,7.366193333
04/04/2007,16.18,7.338978333
04/05/2007,16.15,7.325370833
04/09/2007,15.91,7.216510833
04/10/2007,15.63,7.0895075
04/11/2007,15.61,7.080435833
04/12/2007,15.61,7.080435833
04/13/2007,15.66,7.103115
04/16/2007,15.59,7.071364167
04/17/2007,15.47,7.016934167
04/18/2007,15.4,6.985183333
04/19/2007,15.63,7.0895075
04/20/2007,15.65,7.098579167
04/23/2007,15.55,7.053220833
04/24/2007,15.44,7.003326667
04/25/2007,15.67,7.107650833
04/26/2007,15.57,7.0622925
04/27/2007,15.57,7.0622925
04/30/2007,15.63,7.0895075
05/02/2007,15.89,7.207439167
05/03/2007,15.94,7.230118333
05/04/2007,15.81,7.1711525
05/07/2007,15.79,7.162080833
05/08/2007,15.7,7.121258333
05/09/2007,15.77,7.153009167
05/10/2007,15.73,7.134865833
05/11/2007,15.91,7.216510833
05/14/2007,16.04,7.275476667
05/15/2007,16.16,7.329906667
05/16/2007,16.41,7.4433025
05/17/2007,16.4,7.438766667
05/18/2007,16.31,7.397944167
05/21/2007,16.46,7.465981667
05/22/2007,16.49,7.479589167
05/23/2007,16.52,7.493196667
05/24/2007,16.47,7.4705175
05/25/2007,16.62,7.538555
05/28/2007,16.68,7.56577
05/29/2007,16.44,7.45691
05/30/2007,16.64,7.547626667
05/31/2007,16.85,7.642879167
06/01/2007,16.91,7.670094167
06/04/2007,16.74,7.592985
06/05/2007,16.81,7.624735833
06/06/2007,16.9,7.665558333
06/08/2007,16.8,7.6202
06/11/2007,17.1,7.756275
06/12/2007,16.97,7.697309167
06/13/2007,17.03,7.724524167
06/14/2007,17.24,7.819776667
06/15/2007,17.39,7.887814167
06/18/2007,17.5,7.937708333
06/19/2007,17.39,7.887814167
06/20/2007,17.34,7.865135
06/21/2007,17.32,7.856063333
06/22/2007,16.89,7.6610225
06/25/2007,16.56,7.51134
06/26/2007,16.69,7.570305833
06/27/2007,16.88,7.656486667
06/28/2007,17.03,7.724524167
06/29/2007,17.41,7.896885833
07/02/2007,17.82,8.082855
07/03/2007,17.78,8.064711667
07/04/2007,17.69,8.023889167
07/05/2007,17.79,8.0692475
07/06/2007,17.93,8.132749167
07/09/2007,17.98,8.155428333
07/10/2007,18.24,8.27336
07/11/2007,18.28,8.291503333
07/12/2007,18.59,8.432114167
07/13/2007,18.71,8.486544167
07/16/2007,18.18,8.246145
07/17/2007,17.75,8.051104167
07/18/2007,17.59,7.978530833
07/19/2007,17.51,7.942244167
07/20/2007,17.76,8.05564
07/23/2007,17.45,7.915029167
07/24/2007,17.33,7.860599167
07/25/2007,17.43,7.9059575
07/26/2007,17.38,7.883278333
07/27/2007,17.81,8.078319167
07/30/2007,18.04,8.182643333
07/31/2007,18.18,8.246145
08/01/2007,18.23,8.268824167
08/02/2007,18.6,8.43665
08/03/2007,18.54,8.409435
08/06/2007,18.42,8.355005
08/07/2007,18.61,8.441185833
08/08/2007,19.12,8.672513333
08/09/2007,19.01,8.622619167
08/10/2007,18.82,8.536438333
08/13/2007,19.25,8.731479167
08/14/2007,18.9,8.572725
08/15/2007,18.43,8.359540833
08/16/2007,17.61,7.9876025
08/17/2007,18.18,8.246145
08/20/2007,18.29,8.296039167
08/21/2007,18.4,8.345933333
08/22/2007,18.64,8.454793333
08/23/2007,19.08,8.65437
08/24/2007,19.57,8.876625833
08/27/2007,19.44,8.81766
08/28/2007,19.22,8.717871667
08/29/2007,19.83,8.9945575
08/30/2007,20.13,9.1306325
08/31/2007,20.25,9.1850625
09/03/2007,20.28,9.19867
09/04/2007,20.76,9.41639
09/05/2007,20.77,9.420925833
09/06/2007,20.71,9.393710833
09/10/2007,20.78,9.425461667
09/11/2007,20.99,9.520714167
09/12/2007,21.62,9.806471667
09/13/2007,21.33,9.6749325
09/14/2007,21.5,9.752041667
09/17/2007,21.72,9.85183
09/18/2007,22.07,10.01058417
09/19/2007,22.1,10.02419167
09/20/2007,22.1,10.02419167
09/21/2007,22.32,10.12398
09/24/2007,22.41,10.1648025
09/25/2007,22.57,10.23737583
09/26/2007,23.03,10.44602417
09/27/2007,23.38,10.60477833
09/28/2007,23.24,10.54127667
10/01/2007,23.3,10.56849167
10/02/2007,22.6,10.25098333
10/03/2007,22.4,10.16026667
10/04/2007,23.05,10.45509583
10/05/2007,22.92,10.39613
10/08/2007,22.54,10.22376833
10/09/2007,23.19,10.5185975
10/10/2007,23.72,10.75899667
10/11/2007,23.96,10.86785667
10/15/2007,23.78,10.78621167
10/16/2007,23.49,10.6546725
10/17/2007,23.5,10.65920833
10/18/2007,23.87,10.82703417
10/19/2007,23.48,10.65013667
10/22/2007,22.9,10.38705833
10/23/2007,23.43,10.6274575
10/24/2007,23.43,10.6274575
10/25/2007,23.44,10.63199333
10/26/2007,24,10.886
10/29/2007,24.37,11.05382583
10/30/2007,24.05,10.90867917
10/31/2007,24.36,11.04929
11/01/2007,23.83,10.80889083
11/05/2007,23.97,10.8723925
11/06/2007,24.32,11.03114667
11/07/2007,24.23,10.99032417
11/08/2007,24.29,11.01753917
11/09/2007,24.26,11.00393167
11/12/2007,23.85,10.8179625
11/13/2007,24.12,10.94043
11/14/2007,25.13,11.39854917
11/16/2007,24.85,11.27154583
11/19/2007,24.34,11.04021833
11/20/2007,24.24,10.99486
11/21/2007,24.33,11.0356825
11/22/2007,24.18,10.967645
11/23/2007,24.09,10.9268225
11/26/2007,23.75,10.77260417
11/27/2007,23.97,10.8723925
11/28/2007,24.25,10.99939583
11/29/2007,24.71,11.20804417
11/30/2007,24.48,11.10372
12/03/2007,24.24,10.99486
12/04/2007,23.93,10.85424917
12/05/2007,23.96,10.86785667
12/06/2007,24.14,10.94950167
12/07/2007,24.39,11.0628975
12/10/2007,24.16,10.95857333
12/11/2007,24.37,11.05382583
12/12/2007,24.59,11.15361417
12/13/2007,24.43,11.08104083
12/14/2007,24.55,11.13547083
12/17/2007,24.27,11.0084675
12/18/2007,24.48,11.10372
12/19/2007,25.03,11.35319083
12/20/2007,25.11,11.3894775
12/21/2007,25.44,11.53916
12/26/2007,25.6,11.61173333
12/27/2007,25.74,11.675235
12/28/2007,25.37,11.50740917
01/02/2008,25.47,11.5527675
01/03/2008,26.42,11.98367167
01/04/2008,26.59,12.06078083
01/07/2008,26.67,12.0970675
01/08/2008,26.95,12.22407083
01/09/2008,27.27,12.3692175
01/10/2008,27.52,12.48261333
01/11/2008,27.81,12.6141525
01/14/2008,28.29,12.8318725
01/15/2008,27.93,12.6685825
01/16/2008,27.22,12.34653833
01/17/2008,27.42,12.437255
01/18/2008,27.34,12.40096833
01/21/2008,26.68,12.10160333
01/22/2008,27,12.24675
01/23/2008,26.26,11.91109833
01/24/2008,26.74,12.12881833
01/25/2008,26.86,12.18324833
01/28/2008,26.86,12.18324833
01/29/2008,27.02,12.25582167
01/30/2008,26.89,12.19685583
01/31/2008,27.23,12.35107417
02/01/2008,27.63,12.5325075
02/06/2008,28.22,12.80012167
02/07/2008,28.15,12.76837083
02/08/2008,28.48,12.91805333
02/11/2008,28.48,12.91805333
02/12/2008,28.51,12.93166083
02/13/2008,28.37,12.86815917
02/14/2008,28.52,12.93619667
02/15/2008,28.58,12.96341167
02/18/2008,28.87,13.09495083
02/19/2008,29.02,13.16298833
02/20/2008,29.03,13.16752417
02/21/2008,29.19,13.2400975
02/22/2008,29.19,13.2400975
02/25/2008,29.72,13.48049667
02/26/2008,29.9,13.56214167
02/27/2008,29.94,13.580285
02/28/2008,30.15,13.6755375
02/29/2008,30.26,13.72543167
03/03/2008,31.48,14.27880333
03/04/2008,30.83,13.98397417
03/05/2008,31.01,14.06561917
03/06/2008,29.46,13.362565
03/07/2008,28.73,13.03144917
03/10/2008,27.95,12.67765417
03/11/2008,29.05,13.17659583
03/12/2008,28.57,12.95887583
03/13/2008,29.07,13.1856675
03/14/2008,28.32,12.84548
03/17/2008,26.96,12.22860667
03/18/2008,27.45,12.4508625
03/19/2008,26.14,11.85666833
03/20/2008,25.61,11.61626917
03/24/2008,26.15,11.86120417
03/25/2008,27.67,12.55065083
03/26/2008,28.56,12.95434
03/27/2008,28.09,12.74115583
03/28/2008,26.9,12.20139167
03/31/2008,25.1,11.38494167
04/01/2008,25.77,11.6888425
04/02/2008,26.37,11.9609925
04/03/2008,26.68,12.10160333
04/04/2008,26.92,12.21046333
04/07/2008,27.06,12.273965
04/08/2008,26.91,12.2059275
04/09/2008,27.32,12.39189667
04/10/2008,28.05,12.7230125
04/11/2008,27.73,12.57786583
04/14/2008,28.33,12.85001583
04/15/2008,28.78,13.05412833
04/16/2008,28.55,12.94980417
04/17/2008,28.26,12.818265
04/18/2008,28.21,12.79558583
04/22/2008,28.55,12.94980417
04/23/2008,28.75,13.04052083
04/24/2008,28.46,12.90898167
04/25/2008,28.36,12.86362333
04/28/2008,27.25,12.36014583
04/29/2008,27.2,12.33746667
04/30/2008,28.21,12.79558583
05/02/2008,27.59,12.51436417
05/05/2008,27.33,12.3964325
05/06/2008,27.57,12.5052925
05/07/2008,27.25,12.36014583
05/08/2008,27.53,12.48714917
05/09/2008,28.11,12.7502275
05/12/2008,28.19,12.78651417
05/13/2008,28.36,12.86362333
05/14/2008,28.42,12.89083833
05/15/2008,28.18,12.78197833
05/16/2008,28.86,13.090415
05/19/2008,27.96,12.68219
05/20/2008,28.09,12.74115583
05/21/2008,27.89,12.65043917
05/23/2008,28.36,12.86362333
05/26/2008,28.47,12.9135175
05/27/2008,28.34,12.85455167
05/28/2008,28.76,13.04505667
05/29/2008,28.45,12.90444583
05/30/2008,28.67,13.00423417
06/02/2008,28.92,13.11763
06/03/2008,29.02,13.16298833
06/04/2008,29.27,13.27638417
06/05/2008,30.36,13.77079
06/06/2008,30.92,14.02479667
06/09/2008,31.03,14.07469083
06/10/2008,30.42,13.798005
06/11/2008,31.89,14.4647725
06/12/2008,32.53,14.75506583
06/13/2008,33.02,14.97732167
06/16/2008,32.85,14.9002125
06/17/2008,33.62,15.24947167
06/18/2008,34.3,15.55790833
06/19/2008,33.93,15.3900825
06/20/2008,34.19,15.50801417
06/23/2008,33.18,15.049895
06/24/2008,33.2,15.05896667
06/25/2008,33.57,15.2267925
06/26/2008,34.07,15.45358417
06/27/2008,34.64,15.71212667
06/30/2008,34.6,15.69398333
07/01/2008,34.97,15.86180917
07/02/2008,34.99,15.87088083
07/03/2008,35.28,16.00242
07/04/2008,35.46,16.084065
07/07/2008,34.13,15.48079917
07/08/2008,33.45,15.1723625
07/09/2008,34.06,15.44904833
07/10/2008,34.57,15.68037583
07/11/2008,35.06,15.90263167
07/14/2008,34.55,15.67130417
07/15/2008,34.27,15.54430083
07/16/2008,34.26,15.539765
07/17/2008,33.69,15.2812225
07/18/2008,33.3,15.104325
07/21/2008,31.86,14.451165
07/22/2008,31.67,14.36498417
07/23/2008,31.33,14.21076583
07/24/2008,31.3,14.19715833
07/25/2008,31.62,14.342305
07/28/2008,31.65,14.3559125
07/29/2008,31.17,14.1381925
07/30/2008,31.26,14.179015
07/31/2008,31.48,14.27880333
08/01/2008,30.84,13.98851
08/04/2008,29.25,13.2673125
08/05/2008,28.67,13.00423417
08/06/2008,28.09,12.74115583
08/07/2008,28.57,12.95887583
08/08/2008,27.91,12.65951083
08/11/2008,27.75,12.5869375
08/12/2008,27.78,12.600545
08/13/2008,28.8,13.0632
08/14/2008,28.23,12.8046575
08/15/2008,27.68,12.55518667
08/18/2008,28.6,12.97248333
08/19/2008,29.17,13.23102583
08/20/2008,29.17,13.23102583
08/21/2008,30.07,13.63925083
08/22/2008,29.4,13.33535
08/25/2008,29.94,13.580285
08/26/2008,30.13,13.66646583
08/27/2008,30.23,13.71182417
08/28/2008,29.63,13.43967417
08/29/2008,29.91,13.5666775
09/01/2008,29.59,13.42153083
09/02/2008,28.72,13.02691333
09/03/2008,28.23,12.8046575
09/04/2008,27.75,12.5869375
09/05/2008,27.37,12.41457583
09/08/2008,26.85,12.1787125
09/09/2008,26.63,12.07892417
09/10/2008,26.75,12.13335417
09/11/2008,26.69,12.10613917
09/12/2008,27.11,12.29664417
09/15/2008,26.81,12.16056917
09/16/2008,26.08,11.82945333
09/17/2008,25.76,11.68430667
09/18/2008,25.28,11.46658667
09/19/2008,26.25,11.9065625
09/22/2008,27.28,12.37375333
09/23/2008,26.74,12.12881833
09/24/2008,26.86,12.18324833
09/25/2008,27.08,12.28303667
09/26/2008,26.52,12.02903
09/29/2008,24.55,11.13547083
09/30/2008,24.67,11.18990083
10/01/2008,24.75,11.2261875
10/02/2008,23.18,10.51406167
10/03/2008,22.96,10.41427333
10/06/2008,21.16,9.597823333
10/07/2008,20.53,9.312065833
10/08/2008,21.57,9.7837925
10/09/2008,22.35,10.1375875
10/10/2008,20.87,9.466284167
10/13/2008,21.82,9.897188333
10/14/2008,21.52,9.761113333
10/15/2008,20.5,9.298458333
10/16/2008,20.28,9.19867
10/17/2008,21.11,9.575144167
10/20/2008,21.21,9.6205025
10/21/2008,20.42,9.262171667
10/22/2008,20.1,9.117025
10/23/2008,20.89,9.475355833
10/24/2008,20.39,9.248564167
10/27/2008,20.87,9.466284167
10/28/2008,21.2,9.615966667
10/29/2008,21.88,9.924403333
10/30/2008,22.03,9.992440833
10/31/2008,21.39,9.7021475
11/03/2008,21.72,9.85183
11/04/2008,22.35,10.1375875
11/05/2008,21.79,9.883580833
11/06/2008,20.48,9.289386667
11/07/2008,21.44,9.724826667
11/10/2008,21.25,9.638645833
11/11/2008,20.93,9.493499167
11/12/2008,20.74,9.407318333
11/13/2008,20.28,9.19867
11/14/2008,20.98,9.516178333
11/17/2008,21.22,9.625038333
11/18/2008,20.76,9.41639
11/19/2008,20.67,9.3755675
11/20/2008,20.08,9.107953333
11/21/2008,19.61,8.894769167
11/24/2008,20.62,9.352888333
11/25/2008,20.22,9.171455
11/26/2008,20.93,9.493499167
11/27/2008,20.39,9.248564167
11/28/2008,20.17,9.148775833
12/01/2008,19.91,9.030844167
12/02/2008,19.38,8.790445
12/03/2008,18.71,8.486544167
12/04/2008,18.28,8.291503333
12/05/2008,18.58,8.427578333
12/08/2008,18.19,8.250680833
12/09/2008,18.58,8.427578333
12/10/2008,19.01,8.622619167
12/11/2008,19.56,8.87209
12/12/2008,19.38,8.790445
12/15/2008,19.56,8.87209
12/16/2008,19.69,8.931055833
12/17/2008,19.82,8.990021667
12/18/2008,19.69,8.931055833
12/19/2008,19.78,8.971878333
12/22/2008,19.79,8.976414167
12/23/2008,20.01,9.0762025
12/26/2008,20.32,9.216813333
12/29/2008,20.15,9.139704167
12/30/2008,21.1,9.570608333
01/02/2009,21.28,9.652253333
01/05/2009,22.03,9.992440833
01/06/2009,22.98,10.423345
01/07/2009,22.39,10.15573083
01/08/2009,21.74,9.860901667
01/09/2009,22.47,10.1920175
01/12/2009,21.97,9.965225833
01/13/2009,21.52,9.761113333
01/14/2009,21.72,9.85183
01/15/2009,21.55,9.774720833
01/16/2009,22.25,10.09222917
01/19/2009,22.36,10.14212333
01/20/2009,21.99,9.9742975
01/21/2009,22.14,10.042335
01/22/2009,22.28,10.10583667
01/23/2009,22.57,10.23737583
01/26/2009,22.86,10.368915
01/27/2009,22.08,10.01512
01/28/2009,21.9,9.933475
01/29/2009,21.85,9.910795833
01/30/2009,21.83,9.901724167
02/02/2009,21.63,9.8110075
02/03/2009,21.53,9.765649167
02/04/2009,21.6,9.7974
02/05/2009,21.98,9.969761667
02/06/2009,22.45,10.18294583
02/09/2009,22.88,10.37798667
02/10/2009,22.29,10.1103725
02/11/2009,22.28,10.10583667
02/12/2009,22.29,10.1103725
02/13/2009,22.4,10.16026667
02/16/2009,21.94,9.951618333
02/17/2009,20.82,9.443605
02/18/2009,20.71,9.393710833
02/19/2009,20.31,9.2122775
02/20/2009,19.52,8.853946667
02/25/2009,19.52,8.853946667
02/26/2009,19.68,8.92652
02/27/2009,19.64,8.908376667
03/02/2009,19.13,8.677049167
03/03/2009,19.6,8.890233333
03/04/2009,19.94,9.044451667
03/05/2009,19.6,8.890233333
03/06/2009,19.9,9.026308333
03/09/2009,19.89,9.0217725
03/10/2009,20.19,9.1578475
03/11/2009,20.08,9.107953333
03/12/2009,20.23,9.175990833
03/13/2009,20.34,9.225885
03/16/2009,20.72,9.398246667
03/17/2009,20.83,9.448140833
03/18/2009,21.27,9.6477175
03/19/2009,21.29,9.656789167
03/20/2009,21.28,9.652253333
03/23/2009,21.96,9.96069
03/24/2009,22.01,9.983369167
03/25/2009,21.8,9.888116667
03/26/2009,21.57,9.7837925
03/27/2009,20.69,9.384639167
03/30/2009,20.3,9.207741667
03/31/2009,21.06,9.552465
04/01/2009,21.44,9.724826667
04/02/2009,21.89,9.928939167
04/03/2009,22.09,10.01965583
04/06/2009,22.06,10.00604833
04/07/2009,22.19,10.06501417
04/08/2009,22.44,10.17841
04/09/2009,22.81,10.34623583
04/13/2009,22.78,10.33262833
04/14/2009,22.92,10.39613
04/15/2009,23.05,10.45509583
04/16/2009,23.43,10.6274575
04/17/2009,23.69,10.74538917
04/20/2009,22.95,10.4097375
04/22/2009,23.44,10.63199333
04/23/2009,23.3,10.56849167
04/24/2009,23.36,10.59570667
04/27/2009,22.65,10.2736625
04/28/2009,22.39,10.15573083
04/29/2009,22.74,10.314485
04/30/2009,23.46,10.641065
05/04/2009,24.98,11.33051167
05/05/2009,24.76,11.23072333
05/06/2009,25.12,11.39401333
05/07/2009,24.98,11.33051167
05/08/2009,24.92,11.30329667
05/11/2009,24.87,11.2806175
05/12/2009,24.98,11.33051167
05/13/2009,25.2,11.4303
05/14/2009,25.65,11.6344125
05/15/2009,25.36,11.50287333
05/18/2009,25.72,11.66616333
05/19/2009,26.24,11.90202667
05/20/2009,26.12,11.84759667
05/21/2009,25.99,11.78863083
05/22/2009,26.15,11.86120417
05/25/2009,26.15,11.86120417
05/26/2009,26.01,11.7977025
05/27/2009,26.24,11.90202667
05/28/2009,26.36,11.95645667
05/29/2009,26.48,12.01088667
06/01/2009,26.85,12.1787125
06/02/2009,27.06,12.273965
06/03/2009,26.49,12.0154225
06/04/2009,27.18,12.328395
06/05/2009,27.18,12.328395
06/08/2009,27.33,12.3964325
06/09/2009,27.57,12.5052925
06/10/2009,27.39,12.4236475
06/12/2009,27.24,12.35561
06/15/2009,26.21,11.88841917
06/16/2009,26.02,11.80223833
06/17/2009,26.63,12.07892417
06/18/2009,26.51,12.02449417
06/19/2009,26.26,11.91109833
06/22/2009,25.41,11.5255525
06/23/2009,26.2,11.88388333
06/24/2009,26.29,11.92470583
06/25/2009,27.04,12.26489333
06/26/2009,26.99,12.24221417
06/29/2009,26.75,12.13335417
06/30/2009,26.71,12.11521083
07/01/2009,27.61,12.52343583
07/02/2009,27.53,12.48714917
07/03/2009,27.28,12.37375333
07/06/2009,27.03,12.2603575
07/07/2009,25.58,11.60266167
07/08/2009,24.96,11.32144
07/09/2009,25.07,11.37133417
07/10/2009,25.15,11.40762083
07/13/2009,25.27,11.46205083
07/14/2009,25.24,11.44844333
07/15/2009,25.66,11.63894833
07/16/2009,24.84,11.26701
07/17/2009,24.72,11.21258
